Gender,Team tier,Team,Rider,Nationality,Age,Date of birth,Place of birth,Height (m),Weight (kg),Wins,UCI rank,Top result 1,Top result 2,Top result 3,Previous team 1,Previous team 2,Previous team 3,Previous team 4,Previous team 5,Previous team 6,Previous team 7,Previous team 8,Previous team 9,Previous team 10,Previous team 11,Previous team 12,Previous team 13,Previous team 14,Specialty 1,Specialty 2
W,PT,Mayenne Monbana My Pie,ALLIONE Marine,France,25,7 April 2001,Hyères,,,0,,6th Vuelta CV Feminas ('26),9th Pionera Race ('26),6th La Périgord Ladies ('22),Winspace Orange Seal,Winspace,Stade Rochelais Charente-Maritime,Stade Rochelais Charente-Maritime Women Cycling,,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,COUTINHO Alice,France,25,13 September 2000,Toulouse,,,0,,3rd Gran Premio Ciudad de Eibar ('25),8th Pionera Race ('26),8th GC Premondiale Giro Toscana Int. Femminile - Memorial ('25),Massi-Baix Ter,Eneicat - CMTeam,Abadiño Cycling Academy,Sopela Women's Team,Charente-Maritime Women Cycling,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,FRANCIS Jenaya,Canada,21,8 September 2004,Edmonton,,,0,,6th GC Tour de Feminin ('24),14th GC Vuelta Extremadura Féminas ('25),6th National Championships Canada WE - Road Race ('23),Winspace Orange Seal,Grouwels-Watersley R&D Road Team,,,,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,GEGU Justine,France,26,5 June 1999,Laval,,,0,,2nd Région Pays de la Loire Tour - Féminin ('26),3rd stage Bretagne Ladies Tour ('26),10th La Classique Morbihan ('25),Team Elles - Groupama - Pays de Loire,Team Elles Pays de Loire,Team Elles Pays de la Loire,,,,,,,,,,,,Sprint,
W,PT,Mayenne Monbana My Pie,HALL Francesca,Great Britain,31,11 April 1995,King's Lynn,1.57,47,1,121,Grand Prix San Salvador ('26),2nd Grand Prix Longitudinal del Norte ('26),2nd Grand Prix el Salvador ('26),Roland Cogeas Cycling Team,Team Buffaz Gestion de Patrimoine,Praties Cycling Team,DAS - Hutchinson - Brother - UK,DAS - Handsling,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,LYLYK Kiara,Canada,21,9 June 2004,Guelph,,,0,,4th Grand Prix el Salvador ('24),4th Grand Prix Surf City ('24),4th Tour de Gatineau ('23),Winspace Orange Seal,Boneshaker Project presented by ORANGE SEAL,Grouwels-Watersley R&D Road Team,,,,,,,,,,,,Oneday,
W,PT,Mayenne Monbana My Pie,MANGAN Fiona,Ireland,30,16 May 1996,Limerick,,,2,157,National Championships Ireland WE - ITT ('24),National Championships Ireland WE - Road Race ('24),3rd Navarra Women's Elite Classics ('26),Winspace Orange Seal,Cynisca Cycling,Soltec Team,IBCT,,,,,,,,,,,Oneday,
W,PT,Mayenne Monbana My Pie,MRUGAL Allison,United States,29,21 July 1996,West Chester,,,0,,6th Région Pays de la Loire Tour - Féminin ('24),9th GC Giro Mediterraneo Rosa ('24),15th Festival Elsy Jacobs à Luxembourg ('25),Cynisca Cycling,Sopela Women's Team,,,,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,PEREKITKO Karolina,Poland,27,1 October 1998,Pruszcz Gdański,,,0,180,3rd Women Cycling Pro Costa De Almería ('24),2nd stage Tour Cycliste Féminin International de l'Ardèche ('24),2nd National Championships Poland WE - Road Race ('23),Winspace Orange Seal,Winspace,Team Groupe Abadie,Lviv Cycling Team women,Massi - Tactic Women Team,De Sprinters Malderen,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,QUINN Natalie,United States,24,23 December 2001,Ogden,,,0,,6th Maryland Cycling Classic Women ('25),10th Festival Elsy Jacobs à Garnich ('25),15th Kreiz Breizh Elites Féminin ('25),Cynisca Cycling,Hess Cycling Team,EF-Oatly-Cannondale,CCB - Alpine Carbon p/b Levine Law Group Women’s Cycling,,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,RONDEL Léa,France,19,7 August 2006,Le Mans,,,0,,19th Pionera Race ('26),17th Région Pays de la Loire Tour - Féminin ('25),21st KOM Bretagne Ladies Tour ('26),Baloise Minimax WB Ladies,St Michel - Mavic - Auber93 WE,UVCA Troyes,,,,,,,,,,,,Hills,
W,PT,Mayenne Monbana My Pie,VALENTIN Constance,France,28,19 March 1998,Nîmes,,,0,,5th National Championships France WE - Road Race ('25),23rd GC Vuelta a Burgos Feminas ('25),19th Gran Premio Ciudad de Eibar ('25),Winspace Orange Seal,Winspace,Lyon Sprint Evolution,,,,,,,,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,BOILARD Simone,Canada,25,21 July 2000,Québec,,,1,,GP Oetingen ('23),2nd stage Tour Cycliste Féminin International de l'Ardèche ('22),2nd La Périgord Ladies ('22),Uno-X Mobility,St Michel - Mavic - Auber93 WE,St Michel - Auber93 WE,Team Macadam's Cowboys WE,Sho - Air TWENTY20,,,,,,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,CHEREAU Clémence,France,20,7 October 2005,Vendôme,,,0,,10th La Classique Morbihan ('26),15th Omloop van het Hageland ('25),17th Chrono des Nations ('24),St Michel - Preference Home - Auber93 WE,St Michel - Mavic - Auber93 WE,Lanester Women Morbihan,Team Centre-Val de Loire Féminin,,,,,,,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,EMOND Clara,Canada,29,5 February 1997,Saint-Ferréol-les-Neiges,,,1,,stage Giro d'Italia Women ('24),2nd GC Vuelta Extremadura Féminas ('23),4th Maryland Cycling Classic Women ('25),EF Education-Oatly,EF-Oatly-Cannondale,Arkéa Pro Cycling Team,Emotional.fr-Tornatech-GSC Blagnac VS31,,,,,,,,,,,Hills,
W,PT,St Michel - Preference Home - Auber93,FRANZ Heidi,United States,31,14 January 1995,Bainbridge Island,1.57,52,3,,Egmont Cycling Race Women ('23),stage Volta a Portugal Feminina ('25),stage Tour of the Gila WE ('19),Cynisca Cycling,Lifeplus Wahoo,DNA Pro Cycling,Zaaf Cycling Team,InstaFund Racing,Rally Cycling Women,Rally UHC Cycling Women,,,,,,,,Hills,
W,PT,St Michel - Preference Home - Auber93,GONZÁLEZ Alicia,Spain,31,27 May 1995,Viella,1.60,51,0,139,3rd La Classique Morbihan ('18),3rd Ronde de Mouscron ('26),3rd GC Setmana Ciclista Valenciana - Vuelta Comunitat V ('18),St Michel - Preference Home - Auber93 WE,Lifeplus Wahoo,Movistar Team,Lointek,,,,,,,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,GRANGIER India,France,26,5 January 2000,Bordeaux,,,2,,GC Volta a Portugal Feminina ('24),"2x stage Volta a Portugal Feminina ('25, '24)",2nd GC Volta a Portugal Feminina ('25),Team Coop - Repsol,Team Coop - Hitec Products,Stade Rochelais Charente-Maritime,Stade Rochelais Charente-Maritime Women Cycling,Charente-Maritime Women Cycling,DN 17 Nouvelle-Aquitaine,,,,,,,,,Hills,
W,PT,St Michel - Preference Home - Auber93,JACKSON Alison,Canada,37,14 December 1988,Vermilion,1.68,63,11,133,Paris-Roubaix Femmes ('23),stage Vuelta España Femenina ('24),stage Simac Ladies Tour ('21),EF Education-Oatly,EF-Oatly-Cannondale,EF Education-TIBCO-SVB,Liv Racing Xstra,Liv Racing,Team Sunweb,Team TIBCO - SVB,Bepink Cogeas,TWENTY16 - Ridebiker,TWENTY16 presented by Sho-Air,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,KUMIĘGA Karolina,Poland,27,16 April 1999,Bydgoszcz,,,1,,Ladies Tour of Estonia ('25),stage Premondiale Giro Toscana Int. Femminile - Memorial ('22),3rd GC Gracia ('25),KDM - Pack Cycling Team vzw,UAE Team ADQ,Valcar - Travel & Service,,,,,,,,,,,,Sprint,
W,PT,St Michel - Preference Home - Auber93,MORIER Émilie,France,29,21 March 1997,Orange,,,0,,3rd Grand Prix du Morbihan Féminin ('26),11th GC Tour Cycliste Féminin International de l'Ardèche ('25),7th stage Tour Cycliste Féminin International de l'Ardèche ('25),St Michel - Preference Home - Auber93 WE,Team Grand Sud Cyclisme Feminin,,,,,,,,,,,,,Hills,
W,PT,St Michel - Preference Home - Auber93,MULLER Solène,France,22,17 October 2003,Colmar,,,0,,4th Grand Prix du Morbihan Féminin ('26),12th Chrono des Nations ('25),21st GC Itzulia Women ('26),St Michel - Preference Home - Auber93 WE,Entente Cycliste Thaonnaise,,,,,,,,,,,,,Hills,
W,PT,St Michel - Preference Home - Auber93,ROUSSEL Elyne,France,20,5 December 2005,Lannion,,,0,,12th La Picto - Charentaise ('24),14th Kreiz Breizh Elites Féminin ('24),13th La Périgord Ladies ('24),St Michel - Preference Home - Auber93 WE,St Michel - Mavic - Auber93 WE,Arkéa Pro Cycling Team,Team Breizh Ladies,,,,,,,,,,,Oneday,
W,PT,St Michel - Preference Home - Auber93,WRESZIN Caroline,United States,24,25 July 2001,Los Angeles,,,0,,10th National Championships United States WE - ITT ('25),12th stage Vuelta Extremadura Féminas ('25),29th GC Vuelta a Burgos Feminas ('26),,,,,,,,,,,,,,,Hills,
W,PT,VolkerWessels Cycling Team,BOLKS Florien,Netherlands,25,30 December 2000,,1.71,60,0,226,4th Région Pays de la Loire Tour - Féminin ('26),3rd Grote Prijs CHW Beveren ('25),6th Veenendaal - Veenendaal Classic ('24),WV Schijndel,,,,,,,,,,,,,,Sprint,
W,PT,VolkerWessels Cycling Team,BOOGAARD Maaike,Netherlands,27,24 August 1998,Hoorn,1.67,59,2,,Grand Prix International d'Isbergues ('24),EPZ Omloop van Borsele ('22),3rd GP Oetingen ('23),AG Insurance - Soudal Team,AG Insurance - Soudal Quick-Step,UAE Team ADQ,Alé BTC Ljubljana,BTC City Ljubljana,,,,,,,,,,TT,
W,PT,VolkerWessels Cycling Team,DIJKSTRA Anneke,Netherlands,29,21 May 1997,Drachten,,,0,181,Région Pays de la Loire Tour - Féminin ('25),3rd Pointe du Raz Ladies Classic ('25),4th Chrono des Nations ('25),VolkerWessels Women's Pro Cycling Team,GT Krush Rebellease Pro Cycling,GT Krush Tunap Pro Cycling,,,,,,,,,,,,TT,
W,PT,VolkerWessels Cycling Team,EISEN Malou,Netherlands,25,4 October 2000,Zwolle,,,0,,6th Mirabelle Classic ('25),19th Grand Prix du Morbihan Féminin ('26),23rd Région Pays de la Loire Tour - Féminin ('26),MtD - Women's Elite Cycling Team,,,,,,,,,,,,,,Oneday,
W,PT,VolkerWessels Cycling Team,JANSEN Eline,Netherlands,24,8 March 2002,Deventer,,,3,36,La Classique Morbihan ('25),Grand Prix du Morbihan Féminin ('26),GC Premondiale Giro Toscana Int. Femminile - Memorial ('25),VolkerWessels Women's Pro Cycling Team,WV Schijndel,,,,,,,,,,,,,Hills,
W,PT,VolkerWessels Cycling Team,KNIJNENBURG Anne,Netherlands,24,11 March 2002,Oss,,,2,91,GC Tour of Chongming Island ('25),Cyclis Classic ('24),2nd Région Pays de la Loire Tour - Féminin ('25),VolkerWessels Women's Pro Cycling Team,Parkhotel Valkenburg,WV Schijndel,,,,,,,,,,,,GC,
W,PT,VolkerWessels Cycling Team,MOLENAAR Laura,Netherlands,24,26 February 2002,Oud-Beijerland,,,2,,GC Tour de Pologne Women ('24),stage Tour de Pologne Women ('24),4th Région Pays de la Loire Tour - Féminin ('25),VolkerWessels Women's Pro Cycling Team,Parkhotel Valkenburg,WV Schijndel,,,,,,,,,,,,TT,
W,PT,VolkerWessels Cycling Team,PEPERKAMP Esmée,Netherlands,28,23 July 1997,Didam,,,0,,8th GC UAE Tour Women ('23),4th stage UAE Tour Women ('23),3rd stage Baloise Ladies Tour ('22),Team Picnic PostNL,Team dsm-firmenich PostNL,Team dsm-firmenich,Team DSM,Loving Potatoes Ladies DJR Cycling Team,,,,,,,,,,TT,
W,PT,VolkerWessels Cycling Team,POLAND Meis,Netherlands,21,21 December 2004,Warmenhuizen,,,0,,2nd KOM Tour of Chongming Island ('25),14th stage Tour of Chongming Island ('25),24th GP Schellebelle ('24),VolkerWessels Women's Pro Cycling Team,Parkhotel Valkenburg,,,,,,,,,,,,,GC,
W,PT,VolkerWessels Cycling Team,RIJNBEEK Maud,Netherlands,23,3 December 2002,Amsterdam,,,1,,stage Watersley Womens Challenge ('22),6th La Classique Morbihan ('23),4th GC Watersley Womens Challenge ('22),AG Insurance - Soudal Team,AG Insurance - Soudal Quick-Step,AG Insurance - NXTG Team,NXTG Racing,,,,,,,,,,,TT,
W,PT,VolkerWessels Cycling Team,SCHOENS Quinty,Netherlands,27,12 February 1999,Stein,,,0,,Mirabelle Classic ('25),2nd Kreiz Breizh Elites Féminin ('23),4th GC Trofeo Ponente in Rosa ('23),VolkerWessels Women's Pro Cycling Team,Parkhotel Valkenburg,Watersley Race & Development CT,,,,,,,,,,,,Hills,
W,PT,VolkerWessels Cycling Team,SOUREN Scarlett,Netherlands,22,4 December 2003,Meerssen,,,4,110,Argenta Classic - Deurne ('25),Grote Prijs Yvonne Reynders ('24),3rd GC Tour of Chongming Island ('24),VolkerWessels Women's Pro Cycling Team,Parkhotel Valkenburg,WV Schijndel,,,,,,,,,,,,Sprint,
W,PT,VolkerWessels Cycling Team,STULTIENS Sabrina,Netherlands,32,8 July 1993,Meijel,1.74,58,1,,stage WWT Emakumeen Bira ('18),2nd Telkom 947 Cycle Challenge ('15),4th Donostia San Sebastian Klasikoa Women ('21),VolkerWessels Women's Pro Cycling Team,Liv Racing TeqFind,Liv Racing Xstra,Liv Racing,CCC - Liv,WaowDeals Pro Cycling,Team Sunweb,Team Liv-Plantur,Rabobank-Liv Woman Cycling Team,Rabobank-Liv Giant,Rabobank Women Team,,,,Oneday,
W,PT,VolkerWessels Cycling Team,TIELEMAN Vera,Netherlands,29,13 December 1996,Breda,,,0,,15th Antwerp Port Epic Ladies ('25),13th EPZ Omloop van Borsele ('24),22nd Paris-Roubaix Femmes ('25),DD Group Pro Cycling Team,MTD Women Cycling Team,Van der Velden Adviseurs - MTD,,,,,,,,,,,,Oneday,
W,PT,VolkerWessels Cycling Team,UNEKEN Lonneke,Netherlands,26,2 March 2000,Winschoten,,,6,90,Midwest Cycling Classic ('26),stage Simac Ladies Tour ('21),"2x stage EasyToys Bloeizone Fryslân Tour ('22, '21)",Team SD Worx - Protime,Team SD Worx,Boels - Dolmans Cycling Team,Hitec Products,,,,,,,,,,,Sprint,
W,PT,VolkerWessels Cycling Team,VAN DER HULST Amber,Netherlands,26,21 September 1999,Leiderdorp,1.73,66,0,,3rd SPAR Flanders Diamond Tour ('21),2nd stage Baloise Ladies Tour ('22),4th Omloop van de Westhoek - Memorial Stive Vermaut ('21),Liv AlUla Jayco,Liv AlUla Jayco Women's Continental Team,Liv Racing TeqFind,Liv Racing Xstra,Parkhotel Valkenburg,GRC Jan van Arckel,Swaboladies.nl,,,,,,,,Sprint,
W,PT,VolkerWessels Cycling Team,VOLLERING Bodine,Netherlands,22,7 July 2003,Pijnacker,,,0,,6th Festival Elsy Jacobs à Luxembourg ('26),4th Région Pays de la Loire Tour - Féminin ('24),8th stage Tour de Feminin ('24),WV Schijndel,,,,,,,,,,,,,,Hills,
W,PT,VolkerWessels Cycling Team,VON BERSWORDT Sophie,Netherlands,30,21 May 1996,Alkmaar,,,0,,14th Paris-Roubaix Femmes ('24),12th Dwars door Vlaanderen WE ('25),10th GC Baloise Ladies Tour ('25),Team Visma | Lease a Bike,Grouwels-Watersley R&D Road Team,Watersley Race & Development CT,,,,,,,,,,,,Oneday,
W,PT,VolkerWessels Cycling Team,WISSE Tirza,Netherlands,22,12 February 2004,Wieringerwaard,,,0,,20th Konvert Kortrijk Koerse ('24),26th EPZ Omloop van Borsele ('24),27th National Championships Netherlands WE - ITT ('24),VolkerWessels Women's Pro Cycling Team,,,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,BASTIAENSSEN Fauve,Belgium,28,22 October 1997,Ranst,1.80,65,0,,8th Nokere Koerse WE ('24),8th Dwars door het Hageland ('23),4th La Choralis Fourmies Féminine ('23),Lotto Dstny Ladies,,,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,BENITO Mireia,Spain,29,30 December 1996,Llorenç del Penedès,,,3,43,"3x National Championships Spain WE - ITT ('25, '24, '23)",3rd Cadel Evans Great Ocean Road Race - Women ('26),4th GC Vuelta a Burgos Feminas ('26),AG Insurance - Soudal Quick-Step,Massi - Tactic Women Team,,,,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,BORGHESI Letizia,Italy,27,16 October 1998,Cles,,,1,64,stage Giro d'Italia Internazionale Femminile ('19),2nd Paris-Roubaix Femmes ('25),3rd GC Bretagne Ladies Tour ('26),EF Education-Oatly,EF-Oatly-Cannondale,EF Education-TIBCO-SVB,Aromitalia - Basso Bikes - Vaiano,Aromitalia Vaiano,Bepink,Servetto Giusta,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,BOSSUYT Shari,Belgium,25,5 September 2000,Kortrijk,,,3,30,Grand Prix de Wallonie ('25),stage Vuelta España Femenina ('26),2nd Vuelta CV Feminas ('26),Canyon//SRAM Racing,NXTG Racing,Rogelli-Gyproc U-23,,,,,,,,,,,,Sprint,
W,WT,AG Insurance - Soudal Team,CASTRIQUE Alana,Belgium,27,8 May 1999,Roeselare,1.70,63,0,,3rd National Championships Belgium WE - Road Race ('21),2nd stage Tour de Feminin ('21),6th stage Bretagne Ladies Tour CERATIZIT ('22),Cofidis Women Team,Lotto Soudal Ladies,,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,DE SCHEPPER Lore,Belgium,20,12 November 2005,Lokeren,,,1,89,Grand Prix Féminin de Chambéry ('24),3rd Grand Prix Féminin de Chambéry ('26),8th GC Tour de Romandie Féminin ('24),AG Insurance - Soudal NXTG,AG Insurance-NXTG U19,,,,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,FOUQUENET Amandine,France,25,19 February 2001,Vitré,1.66,60,0,,6th La Classique Morbihan ('22),10th La Classique Morbihan ('24),6th stage Bretagne Ladies Tour CERATIZIT ('23),Arkéa - B&B Hotels Women,Arkéa Pro Cycling Team,Team Arkéa,,,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,GHEKIERE Justine,Belgium,30,14 May 1996,Izegem,1.63,52,4,130,GC Setmana Ciclista Valenciana - Vuelta Comunitat V ('23),stage Tour de France Femmes ('24),stage Tour of Norway Women ('25),AG Insurance - Soudal Quick-Step,Plantur-Pura,Bingoal Casino - Chevalmeire Cycling Team,,,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,GIGANTE Sarah,Australia,25,6 October 2000,Melbourne,1.65,53,8,75,GC Santos Women's Tour Down Under ('24),2x stage Giro d'Italia Women ('25),Emakumeen Nafarroako Women's Elite Classics ('22),Movistar Team,Team TIBCO - SVB,Holden Team Gusto Racing,,,,,,,,,,,,GC,
W,WT,AG Insurance - Soudal Team,GOOSSENS Marthe,Belgium,24,4 May 2002,Antwerp,,,0,114,2nd Samyn Ladies ('26),3rd GC Baloise Ladies Tour ('25),"2x 2nd National Championships Belgium WE - ITT ('25, '24)",AG Insurance - Soudal Quick-Step,Multum Accountants Ladies Cycling Team,De Sprinters Malderen,,,,,,,,,,,,TT,
W,WT,AG Insurance - Soudal Team,LE COURT PIENAAR Kim,mu,30,23 March 1996,Curepipe,,,12,47,Liège-Bastogne-Liège Femmes ('25),African Games WE - Road Race ('15),Giro dell'Emilia Internazionale Donne Elite ('25),Bizkaia-Durango,Matrix Fitness,,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,LOUW Anya,Australia,25,16 October 2000,Devonport,,,0,,7th Oceania Continental Championships WE - Road Race ('22),3rd National Championships Australia WE - ITT ('25),4th National Championships Australia WE - ITT ('24),AG Insurance - Soudal Quick-Step,AG Insurance - NXTG Team,ARA Pro Racing Sunshine Coast WE,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,MANLY Alexandra,Australia,30,28 February 1996,Kalgoorlie,1.63,53,7,229,GC Internationale LOTTO Thüringen Ladies Tour ('22),4x stage Internationale LOTTO Thüringen Ladies Tour ('22),stage Tour of Scandinavia ('22),Liv AlUla Jayco,Team Jayco AlUla,Team BikeExchange - Jayco,Mitchelton-Scott,Orica-Scott,Orica - AIS,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,MOERMAN Tess,Belgium,20,15 December 2005,,,,0,,2nd GC Gracia ('26),2nd GC Tour de Feminin ('26),4th GC Tour de Feminin ('25),AG Insurance Soudal Devo Team,AG Insurance - Soudal U23,AG Insurance - Soudal NXTG,DD Group - Multum Accountants - Foca Keukens,Onder Ons Parike,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,MOOLMAN-PASIO Ashleigh,South Africa,40,9 December 1985,Pretoria,1.63,49,49,58,GC Tour de Romandie Féminin ('22),"5x African Continental Championships WE - Road Race ('24, '15, '13, '12, '11)","2x La Classique Morbihan ('18, '17)",AG Insurance - Soudal Quick-Step,Team SD Worx,CCC - Liv,Cervélo-Bigla Pro Cycling,Bigla Pro Cycling Team,Hitec Products,Lotto Belisol Ladies,Lotto Honda Team,Lotto Ladies Team,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,PLUIMERS Ilse,Netherlands,24,29 April 2002,Wierden,,,0,122,4th GP Oetingen ('26),4th Dwars door het Hageland ('25),4th Festival Elsy Jacobs à Garnich ('26),AG Insurance - Soudal Quick-Step,AG Insurance - NXTG Team,NXTG Racing,,,,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,STEIGENGA Nicole,Netherlands,28,27 January 1998,Sneek,,,3,170,EPZ Omloop van Borsele ('26),2nd Ronde de Mouscron ('22),stage Setmana Ciclista Valenciana - Vuelta Comunitat V ('18),AG Insurance - Soudal Quick-Step,Team Coop - Hitec Products,Doltcini - Van Eyck - Proximus CT,Doltcini - Van Eyck Sport,Bepink,Swaboladies.nl,Parkhotel Valkenburg - Destil Cycling Team,,,,,,,,Sprint,
W,WT,AG Insurance - Soudal Team,VAN DE VELDE Julie,Belgium,33,2 June 1993,Bruges,1.74,58,1,,Flanders Ladies Classic - Sofie De Vuyst (Herzele- ('19),2nd GC Gracia - Orlová ('19),6th GC Tour of Scandinavia ('22),Fenix-Deceuninck,Plantur-Pura,Team Jumbo-Visma Women,Lotto Soudal Ladies,,,,,,,,,,,Hills,
W,WT,AG Insurance - Soudal Team,VERHULST-WILD Gladys,France,29,2 January 1997,Le Grand-Quevilly,1.64,58,6,98,Veenendaal - Veenendaal Classic ('22),Trofee Maarten Wynants ('26),2nd Classic Lorient Agglomération ('21),FDJ - SUEZ,Le Col - Wahoo,Arkéa Pro Cycling Team,Team Arkéa,Charente-Maritime Women Cycling,Team Leopard Normandie,,,,,,,,,Oneday,
W,WT,AG Insurance - Soudal Team,ŽIGART Urška,Slovenia,29,4 December 1996,Slovenska Bistrica,1.64,50,6,34,2nd GC Tour de Romandie Féminin ('25),"4x National Championships Slovenia WE - ITT ('24, '23, '22, '20)",stage Setmana Ciclista Valenciana - Vuelta Comunitat V ('21),Liv AlUla Jayco,Team Jayco AlUla,Team BikeExchange - Jayco,Team BikeExchange,Alé BTC Ljubljana,BTC City Ljubljana,,,,,,,,,GC,
W,WT,CANYON//SRAM,AINTILA Wilma,Finland,22,12 April 2004,Kirkkonummi,,,0,,2nd National Championships Finland WE - Road Race ('24),2nd stage Tour de Pologne Women ('24),4th Grote Prijs CHW Beveren ('24),CANYON//SRAM zondacrypto,Lotto Dstny Ladies,Team Rytger Development,,,,,,,,,,,,TT,
W,WT,CANYON//SRAM,BRADBURY Neve,Australia,24,11 April 2002,Melbourne,1.61,50,2,185,stage Giro d'Italia Women ('24),stage Tour de Suisse Women ('24),2nd GC UAE Tour Women ('24),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,,,,,,,,,,,,,GC,
W,WT,CANYON//SRAM,BÄCKSTEDT Zoe,Great Britain,21,24 September 2004,Pontyclun,,,8,31,GC Baloise Ladies Tour ('25),"2x stage Simac Ladies Tour ('25, '24)",3x stage Baloise Ladies Tour ('25),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,EF Education-TIBCO-SVB,,,,,,,,,,,,TT,
W,WT,CANYON//SRAM,CONSONNI Chiara,Italy,26,24 June 1999,Ponte San Pietro,1.65,59,22,42,GC Tour of Chongming Island ('23),Dwars door Vlaanderen WE ('22),"3x stage Giro d'Italia Donne ('24, '23, '22)",CANYON//SRAM zondacrypto,UAE Team ADQ,Valcar - Travel & Service,Valcar Cylance Cycling,Valcar PBM,,,,,,,,,,Sprint,
W,WT,CANYON//SRAM,CROMWELL Tiffany,Australia,37,6 July 1988,Stirling,1.66,50,6,,"2x stage Giro d'Italia Internazionale Femminile ('16, '12)",2nd Classic Lorient Agglomération ('12),stage La Route de France ('09),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Velocio-SRAM,Specialized-lululemon,Orica - AIS,Team Hitec Products UCK,Lotto Honda Team,Lotto Ladies Team,,,,,,,Oneday,
W,WT,CANYON//SRAM,CZAPLA Justyna,Germany,22,24 January 2004,Ruda Śląska,,,0,177,8th reVolta ('23),14th GC Santos Women's Tour Down Under ('26),4th National Championships Germany WE - Road Race ('25),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Canyon//SRAM Generation,,,,,,,,,,,,Hills,
W,WT,CANYON//SRAM,DYGERT Chloé,United States,29,1 January 1997,Brownsburg,1.76,66,23,168,"2x World Championships WE - ITT ('23, '19)",2nd World Championships WE - Road Race ('24),GC Colorado Classic ('19),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Sho - Air TWENTY20,TWENTY16 - Ridebiker,,,,,,,,,,,TT,
W,WT,CANYON//SRAM,KLÖSER Rosa Maria,Germany,29,24 June 1996,Geilenkirchen,,,0,,3rd National Championships Germany WE - Road Race ('25),"2x 31st Paris-Roubaix Femmes ('26, '25)",9th National Championships Germany WE - Road Race ('24),CANYON//SRAM zondacrypto,ACR Women Elite,Amager Cykle Ring,,,,,,,,,,,,Oneday,
W,WT,CANYON//SRAM,KOLESAVA Anastasiya,Belarus,26,2 June 2000,Babruysk,,,1,,3rd GC Tour Cycliste Féminin International de l'Ardèche ('23),stage Premondiale Giro Toscana Int. Femminile - Memorial ('23),2nd stage Tour Cycliste Féminin International de l'Ardèche ('23),CANYON//SRAM zondacrypto,Canyon//SRAM Generation,Arkéa Pro Cycling Team,Stade Rochelais Charente-Maritime,WCC Team,,,,,,,,,,Hills,
W,WT,CANYON//SRAM,LUDWIG Cecilie Uttrup,Denmark,30,23 August 1995,Frederiksberg,,,18,116,GC Tour of Scandinavia ('22),"2x Giro dell'Emilia Internazionale Donne Elite ('23, '20)","3x stage Tour of Scandinavia ('23, '22)",CANYON//SRAM zondacrypto,FDJ - SUEZ,FDJ - SUEZ - Futuroscope,FDJ Nouvelle Aquitaine Futuroscope,Bigla Pro Cycling,Cervélo-Bigla Pro Cycling,Team BMS BIRN,Team Rytger,ABC Ladies Denmark,,,,,,Oneday,
W,WT,CANYON//SRAM,MARTINS Maria,Portugal,26,9 July 1999,Santarém,1.64,61,1,,National Championships Portugal WE - Road Race ('21),3rd Ronde de Mouscron ('21),3rd Trofee Maarten Wynants ('23),CANYON//SRAM zondacrypto,Fenix-Deceuninck,Le Col - Wahoo,Drops - Le Col s/b TEMPUR.,Drops,Sopela Women's Team,,,,,,,,,Sprint,
W,WT,CANYON//SRAM,NIEDERMAIER Antonia,Germany,23,20 February 2003,Rosenheim,1.63,52,5,44,GC Tour Cycliste Féminin International de l'Ardèche ('22),stage Giro d'Italia Donne ('23),2x stage Tour Cycliste Féminin International de l'Ardèche ('22),CANYON//SRAM zondacrypto,Canyon//SRAM Racing,Canyon//SRAM Generation,,,,,,,,,,,,GC,
